filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized,dxt5
e02_1.bmp,4bfcfe998231f52f7e9ecf7b2c48640eee648e9c,d2348276a785e0e5810b0856de1de7bcba9bbdff,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false,false
e02_2.bmp_75c18656e1070488b65f4ef3c5459c6a,189185f56325a8844fad725f83aeeb86f556efdd,96bf3583ba78b6b76d9c0ab7938bb1bc07773501,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false,false
e02_3.bmp_9f9413fdf4806383d89d42846a722a3f,866fdd8fdd5c2d544245ec949e4aea90c66338cc,798ac1126985153d39efbeaa0984b44e2558ade9,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false,false
e02_4.bmp_e98df2b1939851f47c8a6c28ea1d4cda,9756c3ef3f0c2473cb005f6c3d52776e4cf0ec13,5429118c0d56eaff2d880529ee056cb73f9cd35c,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false,false
e04_1.bmp,976adf7982c63665690ca87a6a25cd8a33928470,d6644da8f51ba6eac7effd746e134e70d0caa35b,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
e04_2.bmp_04dda450a93965ec055c9b3e101e099b,c174424bd9dc9a34b4de012e8560bf96cd2cbb01,c84e26af7b878e099ecd3eceb24ba71a58701a80,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
e04_3.bmp_6e40581365c7129ba9808c175223db1c,24508e433e2cf881d339cc51bea41d62269d2975,f0ce682d0ae68856871e0932c2a98afc84d024e8,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
e04_4.bmp_8c6cd8cff37073ad12c3337cfc6743c9,1960c5da9c1b74a201315dbfabfd80fbbef1310f,b6cad832503485fde4189fa7d823a4c1975d94bc,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
h_bottle_ovl_alp.bmp,54a14b6f819d2d546ffdb48fc60541f0384225d2,41e75c88b0295422fd867acba427b8cad6a32940,true,ps2 textures\HAS ALPHA\bp_remade,false,true,5,remarci_4x,false,0,false,false
j04_1.bmp,b72ab1448c745550c50cf9a18e201406150ea6be,4ee5a36bdc066f46fba46d5b2446abd71297b915,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j04_2.bmp,c98860aeb94b24e001e36d891a98a6dacff11a6c,14da739c0a0cf087706032291fc1f7a4a62210a6,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j04_3.bmp,3c9d66ce7ea23bdd33d7248e07d18d254d204e9d,1a3ea125252e1c3f00ed1cacc6803c50898806f1,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j04_4.bmp,bf3ffe188a3a00f1d8047877d35cab7a404d2437,ec4ab4a41a72a8bcc23b19e5f54f5d8bb0cd6d6f,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j06_1.bmp,2e23cff9cbe3279a1a978ce633e8980f28190929,b6eff15df72e2a36589fe71fda93e4b2e637cef5,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j06_2.bmp,852bcbcf1003675e1d5c4ad967073c0eb1d65155,4e16c7371e341ce87041a6ea4893643e33ec1530,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j06_3.bmp,0879b4e1db97b4a4c9ad318e12e01f7f437466e1,f7a9ca645effbefab772bd615fd735a1df482175,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j06_4.bmp,3cd6b8e340a4aa8484634c82a342a6cdcf398f83,6de8610f8a5d740f185ffcc6bb75d8e4b8fccb7a,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j07_1.bmp,1f98e7146465283944906835e08d589793adbf5e,d2e8df564dda85c038623fdd98dae60630705c00,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j07_2.bmp,897403fe69a8e149a262eb5a9b1f359e971c1ce8,3b95f778ee93f688ad35e27f19f98496c77b693e,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j07_3.bmp,7435b8f82c52eed83b96b939d648ce09818c0dcc,a19023840fb4bfd6defca65731ffba4f03581d8c,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j07_4.bmp,63f7f8a0cd73c2239ae87c2c2cdf0bd659fc3653,ded0978fd17ef29a90a5b8c297a7b5981a1f805a,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j09_1.bmp,3c5c848ae055d2a7a433b591783be806f7fc539b,4dd245e9a1342b4e6cfdeb56f87381cba05b6ef0,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j09_2.bmp,8a9dfb980a488c20fbaba80ec5d76c0ef7b30a04,c4ae169e2e9d2a724ae81c52f07d2fc30ef9d3a7,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j09_3.bmp,4757d6b7302ebcf378b9db27fb0c161162c37e17,a81ec5da554d5f54b459c75a0650778a4c7e9df0,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j09_4.bmp,be48b6da7624bd011f94b61cc314d1a13dbab626,0090b5bd575c1b3ea204be4a33c599c5c52e619a,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false,false
j10_1.bmp,9da4a802ccd31c402cbc20d84fcef6498ffec644,16cd408e48610e524bba079cc7090c6e191470d4,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false,false
