filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version,npot_resized
e02_1.bmp,4bfcfe998231f52f7e9ecf7b2c48640eee648e9c,6abf2afe4b32b893657c81ab84ed7bdc00714ef2,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false
e02_2.bmp_75c18656e1070488b65f4ef3c5459c6a,189185f56325a8844fad725f83aeeb86f556efdd,65f5a0d0d11e17a1279596a36d1ef8d2e4bf617b,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false
e02_3.bmp_9f9413fdf4806383d89d42846a722a3f,866fdd8fdd5c2d544245ec949e4aea90c66338cc,2d6a3db8426ed0244985491c4a484597a5ecb98a,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false
e02_4.bmp_e98df2b1939851f47c8a6c28ea1d4cda,9756c3ef3f0c2473cb005f6c3d52776e4cf0ec13,b9fae233d3fb3197cd5e1ab6c413241952fdbdfd,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false
e04_1.bmp,976adf7982c63665690ca87a6a25cd8a33928470,6508f364938c2ce17a628b28222f1d2b320c648c,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
e04_2.bmp_04dda450a93965ec055c9b3e101e099b,c174424bd9dc9a34b4de012e8560bf96cd2cbb01,072bc57b8bfa221e618e0019b91e8b07dafb906b,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
e04_3.bmp_6e40581365c7129ba9808c175223db1c,24508e433e2cf881d339cc51bea41d62269d2975,53d78eb2af2d0097bd88b96b71b16b8e4ad91fd6,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
e04_4.bmp_8c6cd8cff37073ad12c3337cfc6743c9,1960c5da9c1b74a201315dbfabfd80fbbef1310f,6c3ae3c7830fe2d7b7574ef14ac7e778fb61619e,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
h_bottle_ovl_alp.bmp,54a14b6f819d2d546ffdb48fc60541f0384225d2,77e0410a05a7d9b79da72205701aff312189e819,true,ps2 textures\HAS ALPHA\bp_remade,false,true,5,remarci_4x,false,0,false
j04_1.bmp,b72ab1448c745550c50cf9a18e201406150ea6be,1acbf9101c8a3729761b74de67b4107d9567c7ed,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j04_2.bmp,c98860aeb94b24e001e36d891a98a6dacff11a6c,a63b305bcef4759153bf6854486eb0c57b921fcf,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j04_3.bmp,3c9d66ce7ea23bdd33d7248e07d18d254d204e9d,712ccf2cd71d8372009ec7e2974252d10beb50d0,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j04_4.bmp,bf3ffe188a3a00f1d8047877d35cab7a404d2437,bac8f2f1773f3a5181c83558510db0bed3a6f55b,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j06_1.bmp,2e23cff9cbe3279a1a978ce633e8980f28190929,c7a41c67996a871684817feb2691f6e2d03c9a51,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j06_2.bmp,852bcbcf1003675e1d5c4ad967073c0eb1d65155,902b74ee8cd90c37eb326198af62f88b14bf20be,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j06_3.bmp,0879b4e1db97b4a4c9ad318e12e01f7f437466e1,9d17dd1a7a65f3b26f97b65316f5aa866b0e5067,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j06_4.bmp,3cd6b8e340a4aa8484634c82a342a6cdcf398f83,2ce31091fea79e97383e263fc2457acc5b57d0d0,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j07_1.bmp,1f98e7146465283944906835e08d589793adbf5e,f1c9f3b240f9c5d546c231484169f64723282ae4,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j07_2.bmp,897403fe69a8e149a262eb5a9b1f359e971c1ce8,830f106d76be45030fe16f46cd76092381871494,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j07_3.bmp,7435b8f82c52eed83b96b939d648ce09818c0dcc,f1638e03678583152e9a2b19b2ae7bbb394da97a,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j07_4.bmp,63f7f8a0cd73c2239ae87c2c2cdf0bd659fc3653,7c853448b98f217fb0df16d4b3eaecc245c8fb8a,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j09_1.bmp,3c5c848ae055d2a7a433b591783be806f7fc539b,58604817530c4d6530cb512abddbaabfa7832804,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j09_2.bmp,8a9dfb980a488c20fbaba80ec5d76c0ef7b30a04,4be649eb4a18eec4c345f50c2834a6343872fb86,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j09_3.bmp,4757d6b7302ebcf378b9db27fb0c161162c37e17,ebc3539a77f0d1c8c2e55fe0dbeefdc603e69c3d,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j09_4.bmp,be48b6da7624bd011f94b61cc314d1a13dbab626,78aa84e381682bdc118f0708c4136b944f106af6,true,ps2 textures\OPAQUE,true,true,5,remarci_4x,false,0,false
j10_1.bmp,9da4a802ccd31c402cbc20d84fcef6498ffec644,25cc46145639a69e34d36571c845abfab542fb94,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false
j10_2.bmp,b4bbf4c6e340212004b0e1fd7f099fc826866f50,41962ef23f4b16e427175bfd099e4af1ba7fc566,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false
j10_3.bmp,24150af6624480ac2dbd9f066ea97d4cd204772c,0c0632f870ed1d79772827463e8861ebc68f7f9f,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false
j10_4.bmp,d19a751ba10bb1a16f8a7a30c1f6fd9e0568dc94,15e90b1995ec58fc94cc502b3c3283cb03a28dd4,true,ps2 textures\OPAQUE\bp_remade,true,true,5,remarci_4x,false,0,false
